epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
61,9857,,,0.5236313343048096,0.942522406578064,,
62,10016,,,,,0.5759007930755615,0.8981112837791443
62,10016,,,0.524616003036499,0.939710259437561,,
63,10175,,,,,0.5694034099578857,0.8978376984596252
63,10175,,,0.5173296332359314,0.9456791281700134,,
64,10334,,,,,0.5729474425315857,0.8980056047439575
64,10334,,,0.5183143019676208,0.9409916400909424,,
65,10493,,,,,0.5664500594139099,0.8977668881416321
65,10493,,,0.5230405926704407,0.9440317153930664,,
66,10652,,,,,0.5782634615898132,0.8965590596199036
66,10652,,,0.5283576250076294,0.937195360660553,,
67,10811,,,,,0.5788540840148926,0.8973416090011597
67,10811,,,0.5167388916015625,0.9424074292182922,,
68,10970,,,,,0.5735381245613098,0.8997892141342163
68,10970,,,0.5240252017974854,0.9401739239692688,,
69,11129,,,,,0.5759007930755615,0.8982170820236206
69,11129,,,0.5277668237686157,0.9437799453735352,,
70,11288,,,,,0.5794447660446167,0.8959097862243652
70,11288,,,0.5204805135726929,0.9440569877624512,,
71,11447,,,,,0.5753101110458374,0.8960162997245789
71,11447,,,0.515754222869873,0.9490677118301392,,
72,11606,,,,,0.5847607851028442,0.8958190083503723
72,11606,,,0.5261914134025574,0.9423738718032837,,
73,11765,,,,,0.5776727795600891,0.8951681852340698
73,11765,,,0.5192989110946655,0.9400979280471802,,
74,11924,,,,,0.5676314234733582,0.896888017654419
74,11924,,,0.5263883471488953,0.9410911202430725,,
75,12083,,,,,0.5782634615898132,0.8958050012588501
75,12083,,,0.5242221355438232,0.9406461119651794,,
76,12242,,,,,0.5717660784721375,0.898230254650116
76,12242,,,0.5177235007286072,0.944278359413147,,
77,12401,,,,,0.5859420895576477,0.8953901529312134
77,12401,,,0.5257975459098816,0.9404851794242859,,
78,12560,,,,,0.5723567605018616,0.8965917825698853
78,12560,,,0.5354470014572144,0.9368781447410583,,
79,12719,,,,,0.5794447660446167,0.8957880139350891
79,12719,,,0.5301299691200256,0.9391428232192993,,
80,12878,,,,,0.5782634615898132,0.8956184387207031
80,12878,,,0.5283576250076294,0.9383432865142822,,
81,13037,,,,,0.5729474425315857,0.8953537940979004
81,13037,,,0.5261914134025574,0.9392202496528625,,
82,13196,,,,,0.5823981165885925,0.8960647583007812
82,13196,,,0.5240252017974854,0.9434227347373962,,
83,13355,,,,,0.5723567605018616,0.8951020240783691
83,13355,,,0.5200866460800171,0.9401662349700928,,
84,13514,,,,,0.5676314234733582,0.8955638408660889
84,13514,,,0.524616003036499,0.943307638168335,,
85,13673,,,,,0.5764914155006409,0.8958284258842468
85,13673,,,0.5161480903625488,0.9409130811691284,,
86,13832,,,,,0.5747194290161133,0.8948699831962585
86,13832,,,0.5139818787574768,0.946206271648407,,
87,13991,,,,,0.5823981165885925,0.8954405188560486
87,13991,,,0.5238282680511475,0.9395114779472351,,
88,14150,,,,,0.5788540840148926,0.8944011926651001
88,14150,,,0.5242221355438232,0.9407885670661926,,
89,14309,,,,,0.5782634615898132,0.8952525854110718
89,14309,,,0.5194958448410034,0.9392500519752502,,
90,14468,,,,,0.5800354480743408,0.8957841396331787
90,14468,,,0.5265852808952332,0.9403882622718811,,
91,14627,,,,,0.577082097530365,0.896435558795929
91,14627,,,0.5248129367828369,0.9360823631286621,,
92,14786,,,,,0.5788540840148926,0.8950525522232056
92,14786,,,0.5265852808952332,0.9389968514442444,,
93,14945,,,,,0.5658594369888306,0.895463228225708
93,14945,,,0.5240252017974854,0.9389412999153137,,
94,15104,,,,,0.5764914155006409,0.8970478773117065
94,15104,,,0.524616003036499,0.9370114207267761,,
95,15263,,,,,0.577082097530365,0.8960769772529602
95,15263,,,0.5212681889533997,0.93772953748703,,
96,15422,,,,,0.5806261301040649,0.8954313397407532
96,15422,,,0.5222528576850891,0.9400701522827148,,
97,15581,,,,,0.5847607851028442,0.8945942521095276
97,15581,,,0.5256006121635437,0.9380916357040405,,
98,15740,,,,,0.5741287469863892,0.8952513337135315
98,15740,,,0.5273729562759399,0.9358921051025391,,
99,15899,,,,,0.5841701030731201,0.8959431648254395
99,15899,,,0.5265852808952332,0.9349008202552795,,
100,16058,,,,,0.583579421043396,0.8965099453926086
100,16058,,,0.5220559239387512,0.9395449757575989,,
101,16217,,,,,0.5753101110458374,0.8957693576812744
101,16217,,,0.5228436589241028,0.9348176121711731,,
102,16376,,,,,0.583579421043396,0.8958327770233154
102,16376,,,0.5256006121635437,0.9382592439651489,,
103,16535,,,,,0.583579421043396,0.8948478698730469
103,16535,,,0.5240252017974854,0.9406906366348267,,
104,16536,0.5522740483283997,0.9168186783790588,,,,
0,158,,,,,0.30419373512268066,1.1728248596191406
0,158,,,0.3170539438724518,1.2195875644683838,,
1,317,,,,,0.327229768037796,1.1524920463562012
1,317,,,0.3158724009990692,1.2161198854446411,,
2,476,,,,,0.3402244448661804,1.1389503479003906
2,476,,,0.34048837423324585,1.1946674585342407,,
3,635,,,,,0.36680448055267334,1.1227656602859497
3,635,,,0.35151633620262146,1.1814823150634766,,
4,794,,,,,0.37330183386802673,1.1126166582107544
4,794,,,0.35506105422973633,1.160969614982605,,
5,953,,,,,0.3898405134677887,1.0974094867706299
5,953,,,0.3765261769294739,1.1497931480407715,,
6,1112,,,,,0.3969285190105438,1.0887001752853394
6,1112,,,0.3759354054927826,1.1500691175460815,,
7,1271,,,,,0.4140578806400299,1.0749300718307495
7,1271,,,0.37396612763404846,1.1404616832733154,,
8,1430,,,,,0.42823389172554016,1.0629301071166992
8,1430,,,0.3849940896034241,1.131630301475525,,
9,1589,,,,,0.43059656023979187,1.0579990148544312
9,1589,,,0.39050808548927307,1.1265767812728882,,
10,1748,,,,,0.44772592186927795,1.0473506450653076
10,1748,,,0.4068530797958374,1.1115809679031372,,
11,1907,,,,,0.4548139274120331,1.0404754877090454
11,1907,,,0.40527766942977905,1.1077126264572144,,
12,2066,,,,,0.45186060667037964,1.033994197845459
12,2066,,,0.42241039872169495,1.0995347499847412,,
13,2225,,,,,0.4707619547843933,1.0253475904464722
13,2225,,,0.41729027032852173,1.093881368637085,,
14,2384,,,,,0.48257529735565186,1.0198571681976318
14,2384,,,0.42556124925613403,1.088391900062561,,
15,2543,,,,,0.4884819984436035,1.0140546560287476
15,2543,,,0.43658921122550964,1.079344630241394,,
16,2702,,,,,0.4967513382434845,1.0085564851760864
16,2702,,,0.4291059374809265,1.0867047309875488,,
17,2861,,,,,0.5020673274993896,1.0031943321228027
17,2861,,,0.4472233057022095,1.0633113384246826,,
18,3020,,,,,0.5008860230445862,0.9995057582855225
18,3020,,,0.44486019015312195,1.0617669820785522,,
19,3179,,,,,0.5073833465576172,0.9969062209129333
19,3179,,,0.4442693889141083,1.0670249462127686,,
20,3338,,,,,0.5121086835861206,0.9915212392807007
20,3338,,,0.4515557289123535,1.0593273639678955,,
21,3497,,,,,0.5132899880409241,0.9864115715026855
21,3497,,,0.45864513516426086,1.0545704364776611,,
22,3656,,,,,0.5156527161598206,0.9840366840362549
22,3656,,,0.4625836908817291,1.053610920906067,,
23,3815,,,,,0.510336697101593,0.9815752506256104
23,3815,,,0.4696730971336365,1.0407443046569824,,
24,3974,,,,,0.5162433385848999,0.97678542137146
24,3974,,,0.4747932255268097,1.0410857200622559,,
25,4133,,,,,0.5186060070991516,0.9722821712493896
25,4133,,,0.46750688552856445,1.03676438331604,,
26,4292,,,,,0.5251033902168274,0.9708951115608215
26,4292,,,0.475383996963501,1.031583309173584,,
27,4451,,,,,0.5197873711585999,0.9688296914100647
27,4451,,,0.4747932255268097,1.03097403049469,,
28,4610,,,,,0.5304193496704102,0.9666267037391663
28,4610,,,0.48995667695999146,1.0282644033432007,,
29,4769,,,,,0.5310100317001343,0.9636048078536987
29,4769,,,0.48109492659568787,1.022722840309143,,
30,4928,,,,,0.5345540642738342,0.9606299996376038
30,4928,,,0.48109492659568787,1.0239408016204834,,
31,5087,,,,,0.5339633822441101,0.9591407775878906
31,5087,,,0.475383996963501,1.0249861478805542,,
32,5246,,,,,0.5351446866989136,0.9546744227409363
32,5246,,,0.48680582642555237,1.016589641571045,,
33,5405,,,,,0.5380980372428894,0.9555320143699646
33,5405,,,0.475383996963501,1.0226794481277466,,
34,5564,,,,,0.5392794013023376,0.9539006948471069
34,5564,,,0.4799133539199829,1.0153347253799438,,
35,5723,,,,,0.5375073552131653,0.9520515203475952
35,5723,,,0.47951948642730713,1.013616919517517,,
36,5882,,,,,0.5451860427856445,0.9516222476959229
36,5882,,,0.4911382496356964,1.0125508308410645,,
37,6041,,,,,0.5463674068450928,0.946836531162262
37,6041,,,0.4879873991012573,1.015700340270996,,
38,6200,,,,,0.5505020618438721,0.9454310536384583
38,6200,,,0.49054744839668274,1.006974220275879,,
39,6359,,,,,0.5422327518463135,0.9475454092025757
39,6359,,,0.4976368546485901,1.0085158348083496,,
40,6518,,,,,0.5510927438735962,0.9419198632240295
40,6518,,,0.4938952326774597,1.008480191230774,,
41,6677,,,,,0.5487300753593445,0.9416019916534424
41,6677,,,0.4889720380306244,1.011717438697815,,
42,6836,,,,,0.5451860427856445,0.9435887932777405
42,6836,,,0.49350136518478394,1.0061171054840088,,
43,6995,,,,,0.5534554123878479,0.9391842484474182
43,6995,,,0.48739662766456604,1.0078498125076294,,
44,7154,,,,,0.5575900673866272,0.935859739780426
44,7154,,,0.4994092285633087,1.0055087804794312,,
45,7313,,,,,0.5534554123878479,0.9369853138923645
45,7313,,,0.5027570128440857,1.0036327838897705,,
46,7472,,,,,0.5528647303581238,0.9357563853263855
46,7472,,,0.48404884338378906,1.0079286098480225,,
47,7631,,,,,0.5534554123878479,0.9325149655342102
47,7631,,,0.5084679126739502,0.9876372814178467,,
48,7790,,,,,0.5516834259033203,0.9341491460800171
48,7790,,,0.4946829378604889,1.0074477195739746,,
49,7949,,,,,0.5546367168426514,0.9307887554168701
49,7949,,,0.5011815428733826,0.9940407276153564,,
50,8108,,,,,0.5558180809020996,0.9304389357566833
50,8108,,,0.5147696137428284,0.9927900433540344,,
51,8267,,,,,0.5558180809020996,0.9290336966514587
51,8267,,,0.49625837802886963,0.9935306310653687,,
52,8426,,,,,0.5546367168426514,0.9296342730522156
52,8426,,,0.4998030662536621,0.9921565651893616,,
53,8585,,,,,0.5623154044151306,0.9261147975921631
53,8585,,,0.5076801776885986,0.987088143825531,,
54,8744,,,,,0.5611340999603271,0.9285368323326111
54,8744,,,0.5007877349853516,0.9934521317481995,,
55,8903,,,,,0.5569993853569031,0.9255613088607788
55,8903,,,0.4992122948169708,0.9919004440307617,,
56,9062,,,,,0.5617247223854065,0.9241052269935608
56,9062,,,0.5053170323371887,0.9833276867866516,,
57,9221,,,,,0.560543417930603,0.9233425259590149
57,9221,,,0.4996061325073242,0.9985039234161377,,
58,9380,,,,,0.5593620538711548,0.9225559830665588
58,9380,,,0.508861780166626,0.9793261289596558,,
59,9539,,,,,0.5569993853569031,0.923872709274292
59,9539,,,0.513588011264801,0.9870938062667847,,
60,9698,,,,,0.5575900673866272,0.9233963489532471
60,9698,,,0.5078771114349365,0.9810712933540344,,
61,9857,,,,,0.5640873908996582,0.9232454895973206
61,9857,,,0.515754222869873,0.9788548350334167,,
62,10016,,,,,0.5664500594139099,0.9204084277153015
62,10016,,,0.5059078335762024,0.9846663475036621,,
63,10175,,,,,0.560543417930603,0.9206802248954773
63,10175,,,0.5029539465904236,0.9792308211326599,,
64,10334,,,,,0.5658594369888306,0.9186498522758484
64,10334,,,0.5122095346450806,0.9767764210700989,,
65,10493,,,,,0.5558180809020996,0.9187343120574951
65,10493,,,0.5090587139129639,0.9789590835571289,,
66,10652,,,,,0.5599527359008789,0.9195177555084229
66,10652,,,0.511421799659729,0.9785535335540771,,
67,10811,,,,,0.5658594369888306,0.9155850410461426
67,10811,,,0.509255588054657,0.9789863228797913,,
68,10970,,,,,0.5646780729293823,0.9165898561477661
68,10970,,,0.5222528576850891,0.9722478985786438,,
69,11129,,,,,0.5652687549591064,0.91676926612854
69,11129,,,0.5153603553771973,0.972916841506958,,
70,11288,,,,,0.5611340999603271,0.9178681373596191
70,11288,,,0.513588011264801,0.9765908718109131,,
71,11447,,,,,0.5617247223854065,0.9150933027267456
71,11447,,,0.5112248659133911,0.9756256341934204,,
72,11606,,,,,0.5646780729293823,0.9144872426986694
72,11606,,,0.5256006121635437,0.972701370716095,,
73,11765,,,,,0.560543417930603,0.9130140542984009
73,11765,,,0.5124064683914185,0.9756831526756287,,
74,11924,,,,,0.5658594369888306,0.9111301302909851
74,11924,,,0.5256006121635437,0.9726290106773376,,
75,12083,,,,,0.5688127875328064,0.9118866324424744
75,12083,,,0.5228436589241028,0.972839891910553,,
76,12242,,,,,0.5629060864448547,0.9146459698677063
76,12242,,,0.5269791483879089,0.9646850228309631,,
77,12401,,,,,0.5688127875328064,0.9117486476898193
77,12401,,,0.5198897123336792,0.9714446663856506,,
78,12560,,,,,0.5652687549591064,0.9086971282958984
78,12560,,,0.5206774473190308,0.9735894203186035,,
79,12719,,,,,0.5658594369888306,0.9089060425758362
79,12719,,,0.5155572891235352,0.9746477603912354,,
80,12878,,,,,0.5652687549591064,0.9084562063217163
80,12878,,,0.524616003036499,0.9596284031867981,,
81,13037,,,,,0.5688127875328064,0.9098806977272034
81,13037,,,0.506695568561554,0.9754492044448853,,
82,13196,,,,,0.5658594369888306,0.9085394144058228
82,13196,,,0.5293422341346741,0.9603627920150757,,
83,13355,,,,,0.5623154044151306,0.9087105989456177
83,13355,,,0.5112248659133911,0.9774763584136963,,
84,13514,,,,,0.5694034099578857,0.9097545146942139
84,13514,,,0.5242221355438232,0.9659761786460876,,
85,13673,,,,,0.567040741443634,0.9093011617660522
85,13673,,,0.5179204344749451,0.9556149840354919,,
86,13832,,,,,0.570584774017334,0.9070360064506531
86,13832,,,0.522449791431427,0.9591963291168213,,
87,13991,,,,,0.5699940919876099,0.9067510366439819
87,13991,,,0.5169358253479004,0.9638798832893372,,
88,14150,,,,,0.5735381245613098,0.904876708984375
88,14150,,,0.5222528576850891,0.9631055593490601,,
89,14309,,,,,0.5646780729293823,0.9083025455474854
89,14309,,,0.5281606912612915,0.956268846988678,,
90,14468,,,,,0.570584774017334,0.9036562442779541
90,14468,,,0.5252067446708679,0.9614913463592529,,
91,14627,,,,,0.5711754560470581,0.9038287401199341
91,14627,,,0.5177235007286072,0.9658523201942444,,
92,14786,,,,,0.5723567605018616,0.9021256566047668
92,14786,,,0.5254036784172058,0.9578617215156555,,
93,14945,,,,,0.5759007930755615,0.9031848907470703
93,14945,,,0.5145726799964905,0.9671145081520081,,
94,15104,,,,,0.5729474425315857,0.9022717475891113
94,15104,,,0.5163450241088867,0.9640567302703857,,
95,15263,,,,,0.5711754560470581,0.9035349488258362
95,15263,,,0.5234344005584717,0.9581578969955444,,
96,15422,,,,,0.5717660784721375,0.9037714600563049
96,15422,,,0.5234344005584717,0.96097731590271,,
97,15581,,,,,0.5794447660446167,0.9035035967826843
97,15581,,,0.5273729562759399,0.9567201733589172,,
98,15740,,,,,0.5694034099578857,0.9037549495697021
98,15740,,,0.5196927785873413,0.9589022397994995,,
99,15899,,,,,0.5759007930755615,0.9003824591636658
99,15899,,,0.5200866460800171,0.9654055237770081,,
100,16058,,,,,0.5711754560470581,0.9028333425521851
100,16058,,,0.5175265669822693,0.9634721875190735,,
101,16217,,,,,0.577082097530365,0.9009070992469788
101,16217,,,0.524616003036499,0.9584724307060242,,
102,16376,,,,,0.5747194290161133,0.8990336656570435
102,16376,,,0.5277668237686157,0.9586190581321716,,
103,16535,,,,,0.5782634615898132,0.8981776237487793
103,16535,,,0.5257975459098816,0.95416259765625,,
104,16694,,,,,0.5753101110458374,0.8979887366294861
104,16694,,,0.5289484262466431,0.9537344574928284,,
105,16853,,,,,0.5741287469863892,0.9004662036895752
105,16853,,,0.5336746573448181,0.9551902413368225,,
106,17012,,,,,0.5711754560470581,0.9025799036026001
106,17012,,,0.5277668237686157,0.9609125256538391,,
107,17171,,,,,0.5753101110458374,0.9002176523208618
107,17171,,,0.5252067446708679,0.9559151530265808,,
108,17330,,,,,0.5711754560470581,0.8989497423171997
108,17330,,,0.5242221355438232,0.9576824307441711,,
109,17489,,,,,0.5806261301040649,0.8987107872962952
109,17489,,,0.5222528576850891,0.9610140323638916,,
110,17648,,,,,0.5735381245613098,0.8964382410049438
110,17648,,,0.536037802696228,0.9447810649871826,,
111,17807,,,,,0.5741287469863892,0.8996918201446533
111,17807,,,0.524616003036499,0.9602309465408325,,
112,17966,,,,,0.5735381245613098,0.8964775800704956
112,17966,,,0.5196927785873413,0.9581061005592346,,
113,18125,,,,,0.5782634615898132,0.897617757320404
113,18125,,,0.5259944796562195,0.9588300585746765,,
114,18284,,,,,0.5788540840148926,0.8960307836532593
114,18284,,,0.5289484262466431,0.9486743807792664,,
115,18443,,,,,0.5788540840148926,0.8955845832824707
115,18443,,,0.5175265669822693,0.9617702960968018,,
116,18602,,,,,0.5735381245613098,0.8991810083389282
116,18602,,,0.5279637575149536,0.9538397192955017,,
117,18761,,,,,0.577082097530365,0.8979278802871704
117,18761,,,0.531705379486084,0.9490114450454712,,
118,18920,,,,,0.5747194290161133,0.896060049533844
118,18920,,,0.5236313343048096,0.9528645277023315,,
119,19079,,,,,0.5788540840148926,0.8963766694068909
119,19079,,,0.5273729562759399,0.9532708525657654,,
120,19238,,,,,0.5699940919876099,0.898881733417511
120,19238,,,0.5299330353736877,0.9499818682670593,,
121,19397,,,,,0.5729474425315857,0.8980138301849365
121,19397,,,0.5346593260765076,0.9494145512580872,,
122,19556,,,,,0.5735381245613098,0.8929822444915771
122,19556,,,0.5307207703590393,0.95207679271698,,
123,19715,,,,,0.5729474425315857,0.897622287273407
123,19715,,,0.5273729562759399,0.9527061581611633,,
124,19874,,,,,0.577082097530365,0.8961958885192871
124,19874,,,0.5340685248374939,0.9511069655418396,,
125,20033,,,,,0.5764914155006409,0.8952355980873108
125,20033,,,0.5340685248374939,0.9445241093635559,,
126,20192,,,,,0.5806261301040649,0.8935447931289673
126,20192,,,0.5297361016273499,0.9555639028549194,,
127,20351,,,,,0.5782634615898132,0.8933452367782593
127,20351,,,0.522449791431427,0.9503287672996521,,
128,20510,,,,,0.5759007930755615,0.8948668837547302
128,20510,,,0.5279637575149536,0.9503157138824463,,
129,20669,,,,,0.5747194290161133,0.8936226963996887
129,20669,,,0.5336746573448181,0.9438179731369019,,
130,20828,,,,,0.5794447660446167,0.8945512771606445
130,20828,,,0.5275698900222778,0.9533633589744568,,
131,20987,,,,,0.5741287469863892,0.8940516114234924
131,20987,,,0.5350531935691833,0.9425413012504578,,
132,21146,,,,,0.5800354480743408,0.892050564289093
132,21146,,,0.54056715965271,0.9338720440864563,,
133,21305,,,,,0.5747194290161133,0.8928912878036499
133,21305,,,0.5289484262466431,0.947905957698822,,
134,21464,,,,,0.5776727795600891,0.8932173252105713
134,21464,,,0.5389917492866516,0.9446133375167847,,
135,21623,,,,,0.5759007930755615,0.8940544128417969
135,21623,,,0.536037802696228,0.9356614947319031,,
136,21782,,,,,0.5711754560470581,0.8968409895896912
136,21782,,,0.5350531935691833,0.9403584599494934,,
137,21941,,,,,0.5735381245613098,0.8926122784614563
137,21941,,,0.5287514925003052,0.9489432573318481,,
138,22100,,,,,0.5735381245613098,0.8918482065200806
138,22100,,,0.5423395037651062,0.9440988302230835,,
139,22259,,,,,0.5800354480743408,0.892478346824646
139,22259,,,0.5281606912612915,0.9482376575469971,,
140,22418,,,,,0.5788540840148926,0.8925433158874512
140,22418,,,0.5374162793159485,0.9370440244674683,,
141,22577,,,,,0.5823981165885925,0.8922558426856995
141,22577,,,0.5393855571746826,0.9452577829360962,,
142,22736,,,,,0.5711754560470581,0.8940702080726624
142,22736,,,0.5391886830329895,0.9423563480377197,,
